0,AARTIIND21JUNFUT,189616.3
1,AARTIIND21JULFUT,190123.01
2,AARTIIND21AUGFUT,190458.65
3,ACC21JUNFUT,199648.38
4,ACC21JULFUT,200396.75
5,ACC21AUGFUT,200997.5
6,ADANIENT21JUNFUT,580160
7,ADANIENT21JULFUT,582462.5
8,ADANIENT21AUGFUT,584158.5
9,ADANIPORTS21JUNFUT,309613.13
10,ADANIPORTS21JULFUT,310625
11,ADANIPORTS21AUGFUT,311618.75
12,ALKEM21JUNFUT,118818.35
13,ALKEM21JULFUT,119176.05
14,ALKEM21AUGFUT,119672.6
15,AMARAJABAT21JUNFUT,202513.12
16,AMARAJABAT21JULFUT,203130
17,AMARAJABAT21AUGFUT,203686.25
18,AMBUJACEM21JUNFUT,260873.25
19,AMBUJACEM21JULFUT,261788.25
20,AMBUJACEM21AUGFUT,261461.25
21,APLLTD21JUNFUT,129694.4
22,APLLTD21JULFUT,129965
23,APLLTD21AUGFUT,130730.33
24,APOLLOHOSP21JUNFUT,206526.25
25,APOLLOHOSP21JULFUT,207317.19
26,APOLLOHOSP21AUGFUT,207937.5
27,APOLLOTYRE21JUNFUT,169891.88
28,APOLLOTYRE21JULFUT,170266.88
29,APOLLOTYRE21AUGFUT,170770.63
30,ASHOKLEY21JUNFUT,184503.38
31,ASHOKLEY21JULFUT,185175
32,ASHOKLEY21AUGFUT,185725.13
33,ASIANPAINT21JUNFUT,178509.3
34,ASIANPAINT21JULFUT,179198.18
35,ASIANPAINT21AUGFUT,179811.98
36,AUBANK21JUNFUT,149793.38
37,AUBANK21JULFUT,150353.88
38,AUBANK21AUGFUT,150841.25
39,AUROPHARMA21JUNFUT,209260.68
40,AUROPHARMA21JULFUT,210066.35
41,AUROPHARMA21AUGFUT,210682.88
42,AXISBANK21JUNFUT,266922
43,AXISBANK21JULFUT,267937.8
44,AXISBANK21AUGFUT,268775.1
45,BAJAJ-AUTO21JUNFUT,219632.75
46,BAJAJ-AUTO21JULFUT,219285.5
47,BAJAJ-AUTO21AUGFUT,219947.5
48,BAJAJFINSV21JULFUT,260189.16
49,BAJAJFINSV21AUGFUT,259784.38
50,BAJAJFINSV21JUNFUT,432055
51,BAJFINANCE21JUNFUT,223790.13
52,BAJFINANCE21JULFUT,224594.44
53,BAJFINANCE21AUGFUT,225252.91
54,BALKRISIND21JUNFUT,221606
55,BALKRISIND21JULFUT,222409.7
56,BALKRISIND21AUGFUT,222011.1
57,BANDHANBNK21JUNFUT,259832.25
58,BANDHANBNK21JULFUT,260756.1
59,BANDHANBNK21AUGFUT,261524.25
60,BANKBARODA21JUNFUT,424247.85
61,BANKBARODA21JULFUT,425944.35
62,BANKBARODA21AUGFUT,427324.95
63,BANKNIFTY21JUNFUT,171307.42
64,BANKNIFTY21JULFUT,171939.3
65,BANKNIFTY21AUGFUT,172458.05
66,BATAINDIA21JUNFUT,185692.24
67,BATAINDIA21JULFUT,186331.2
68,BATAINDIA21AUGFUT,186871.03
69,BEL21JUNFUT,153201.75
70,BEL21JULFUT,153802.15
71,BEL21AUGFUT,154162.2
72,BERGEPAINT21JUNFUT,175613.08
73,BERGEPAINT21JULFUT,176278.3
74,BERGEPAINT21AUGFUT,176539.83
75,BHARATFORG21JUNFUT,313732.88
76,BHARATFORG21JULFUT,314946
77,BHARATFORG21AUGFUT,315733.13
78,BHARTIARTL21JUNFUT,251282.04
79,BHARTIARTL21JULFUT,252257.06
80,BHARTIARTL21AUGFUT,253152.02
81,BHEL21JUNFUT,362218.5
82,BHEL21JULFUT,363867
83,BHEL21AUGFUT,364308
84,BIOCON21JUNFUT,251491.78
85,BIOCON21JULFUT,252485.95
86,BIOCON21AUGFUT,253271.98
87,BOSCHLTD21JUNFUT,184835.98
88,BOSCHLTD21JULFUT,185400.78
89,BOSCHLTD21AUGFUT,186020.96
90,BPCL21JUNFUT,383805.45
91,BPCL21JULFUT,385269.3
92,BPCL21AUGFUT,386427.6
93,BRITANNIA21JUNFUT,150386.65
94,BRITANNIA21JULFUT,150972.25
95,BRITANNIA21AUGFUT,151422
96,CADILAHC21JUNFUT,389889.5
97,CADILAHC21JULFUT,390934.5
98,CADILAHC21AUGFUT,392426.38
99,CANBK21JUNFUT,350298
100,CANBK21JULFUT,352128.6
101,CANBK21AUGFUT,352641.6
102,CHOLAFIN21JUNFUT,244566.88
103,CHOLAFIN21JULFUT,245375.63
104,CHOLAFIN21AUGFUT,245973.75
105,CIPLA21JUNFUT,142277.85
106,CIPLA21JULFUT,142820.28
107,CIPLA21AUGFUT,143215.96
108,COALINDIA21JUNFUT,154573.65
109,COALINDIA21JULFUT,155167.95
110,COALINDIA21AUGFUT,155568
111,COFORGE21JULFUT,367568
112,COFORGE21AUGFUT,365745.95
113,COFORGE21JUNFUT,686675.34
114,COLPAL21JUNFUT,105861.7
115,COLPAL21JULFUT,106270.76
116,COLPAL21AUGFUT,106461.25
117,CONCOR21JUNFUT,367285.85
118,CONCOR21JULFUT,368700.76
119,CONCOR21AUGFUT,369870.27
120,CUB21JUNFUT,127846.33
121,CUB21JULFUT,128368.68
122,CUB21AUGFUT,128754.63
123,CUMMINSIND21JUNFUT,114589.35
124,CUMMINSIND21JULFUT,115006.35
125,CUMMINSIND21AUGFUT,115194.9
126,DABUR21JUNFUT,124258.75
127,DABUR21JULFUT,124673.75
128,DABUR21AUGFUT,125018.13
129,DEEPAKNTR21JUNFUT,264143.75
130,DEEPAKNTR21JULFUT,265134.25
131,DEEPAKNTR21AUGFUT,265910.75
132,DIVISLAB21JUNFUT,172511.8
133,DIVISLAB21JULFUT,173184.7
134,DIVISLAB21AUGFUT,173552.95
135,DLF21JUNFUT,312863.93
136,DLF21JULFUT,313986.75
137,DLF21AUGFUT,314973.45
138,DRREDDY21JUNFUT,125782.63
139,DRREDDY21JULFUT,126160
140,DRREDDY21AUGFUT,126568.13
141,EICHERMOT21JUNFUT,219628.41
142,EICHERMOT21JULFUT,220315.55
143,EICHERMOT21AUGFUT,220880.28
144,ESCORTS21JUNFUT,215979.09
145,ESCORTS21JULFUT,216677.45
146,ESCORTS21AUGFUT,217406.75
147,EXIDEIND21JUNFUT,182565.9
148,EXIDEIND21JULFUT,183293.1
149,EXIDEIND21AUGFUT,183679.2
150,FEDERALBNK21JUNFUT,251997.5
151,FEDERALBNK21JULFUT,252762.5
152,FEDERALBNK21AUGFUT,253537.5
153,FINNIFTY21JUNFUT,122868.44
154,FINNIFTY21JULFUT,123301.04
155,FINNIFTY21AUGFUT,123499.4
156,GAIL21JUNFUT,409622.63
157,GAIL21JULFUT,411188.8
158,GAIL21AUGFUT,412105.33
159,GLENMARK21JUNFUT,292033.59
160,GLENMARK21JULFUT,293140.46
161,GLENMARK21AUGFUT,294290.75
162,GMRINFRA21JUNFUT,156487.5
163,GMRINFRA21JULFUT,157095
164,GMRINFRA21AUGFUT,157387.5
165,GODREJCP21JUNFUT,203632.5
166,GODREJCP21JULFUT,204401.25
167,GODREJCP21AUGFUT,203825
168,GODREJPROP21JUNFUT,263187.93
169,GODREJPROP21JULFUT,264176.9
170,GODREJPROP21AUGFUT,264038.78
171,GRANULES21JUNFUT,176636.06
172,GRANULES21JULFUT,177292.88
173,GRANULES21AUGFUT,177870.25
174,GRASIM21JUNFUT,178563.42
175,GRASIM21JULFUT,179251.94
176,GRASIM21AUGFUT,179858.04
177,GUJGASLTD21JUNFUT,183357.19
178,GUJGASLTD21JULFUT,183974.38
179,GUJGASLTD21AUGFUT,184231.25
180,HAVELLS21JUNFUT,118172.75
181,HAVELLS21JULFUT,118635.75
182,HAVELLS21AUGFUT,119058.75
183,HCLTECH21JUNFUT,159401.38
184,HCLTECH21JULFUT,159979.58
185,HCLTECH21AUGFUT,160461
186,HDFC21JUNFUT,199235.85
187,HDFC21JULFUT,200006.33
188,HDFC21AUGFUT,200638.2
189,HDFCAMC21JUNFUT,135593.75
190,HDFCAMC21JULFUT,135897.95
191,HDFCAMC21AUGFUT,136147.35
192,HDFCBANK21JUNFUT,166271.74
193,HDFCBANK21JULFUT,166882.24
194,HDFCBANK21AUGFUT,167411.75
195,HDFCLIFE21JUNFUT,169798.75
196,HDFCLIFE21JULFUT,170377.35
197,HDFCLIFE21AUGFUT,170920.48
198,HEROMOTOCO21JUNFUT,199899.08
199,HEROMOTOCO21JULFUT,200308.05
200,HEROMOTOCO21AUGFUT,200973.45
201,HINDALCO21JUNFUT,242122.79
202,HINDALCO21JULFUT,243054.81
203,HINDALCO21AUGFUT,243730.99
204,HINDPETRO21JUNFUT,280209.38
205,HINDPETRO21JULFUT,281302.2
206,HINDPETRO21AUGFUT,282069
207,HINDUNILVR21JUNFUT,126483.3
208,HINDUNILVR21JULFUT,126984.23
209,HINDUNILVR21AUGFUT,127423.5
210,IBULHSGFIN21JUNFUT,483522.5
211,IBULHSGFIN21JULFUT,485236.8
212,IBULHSGFIN21AUGFUT,486138.9
213,ICICIBANK21JUNFUT,232349.91
214,ICICIBANK21JULFUT,233198.97
215,ICICIBANK21AUGFUT,233920.16
216,ICICIGI21JUNFUT,145471.34
217,ICICIGI21JULFUT,146003.86
218,ICICIGI21AUGFUT,146374.25
219,ICICIPRULI21JUNFUT,300256.13
220,ICICIPRULI21JULFUT,301414.88
221,ICICIPRULI21AUGFUT,302197.5
222,IDEA21JUNFUT,436345
223,IDEA21JULFUT,437990
224,IDEA21AUGFUT,439635
225,IDFCFIRSTB21JUNFUT,270569.5
226,IDFCFIRSTB21JULFUT,271491
227,IDFCFIRSTB21AUGFUT,272284.25
228,IGL21JUNFUT,170106.06
229,IGL21JULFUT,170775.34
230,IGL21AUGFUT,171194.38
231,INDIGO21JUNFUT,251884.75
232,INDIGO21JULFUT,252646.5
233,INDIGO21AUGFUT,253328.5
234,INDUSINDBK21JUNFUT,478314.9
235,INDUSINDBK21JULFUT,480001.5
236,INDUSINDBK21AUGFUT,481162.05
237,INDUSTOWER21JUNFUT,216391
238,INDUSTOWER21JULFUT,217121.8
239,INDUSTOWER21AUGFUT,217559.3
240,INFY21JUNFUT,168255
241,INFY21JULFUT,168911.55
242,INFY21AUGFUT,169481.55
243,IOC21JUNFUT,160572.75
244,IOC21JULFUT,161217.88
245,IOC21AUGFUT,161573.75
246,IRCTC21JUNFUT,168773.48
247,IRCTC21JULFUT,169444.6
248,IRCTC21AUGFUT,169957.13
249,ITC21JUNFUT,146633.6
250,ITC21JULFUT,147210.4
251,ITC21AUGFUT,147691.2
252,JINDALSTEL21JUNFUT,350743.13
253,JINDALSTEL21JULFUT,352125
254,JINDALSTEL21AUGFUT,352972.5
255,JSWSTEEL21JUNFUT,254948.85
256,JSWSTEEL21JULFUT,255648.49
257,JSWSTEEL21AUGFUT,256707.56
258,JUBLFOOD21JUNFUT,336974.19
259,JUBLFOOD21JULFUT,338127.56
260,JUBLFOOD21AUGFUT,338581.88
261,KOTAKBANK21JUNFUT,204903.8
262,KOTAKBANK21JULFUT,205700.9
263,KOTAKBANK21AUGFUT,206332
264,L&TFH21JUNFUT,273364.43
265,L&TFH21JULFUT,274428.62
266,L&TFH21AUGFUT,275126.92
267,LALPATHLAB21JUNFUT,204843.31
268,LALPATHLAB21JULFUT,205517.31
269,LALPATHLAB21AUGFUT,206153.06
270,LICHSGFIN21JUNFUT,322605
271,LICHSGFIN21JULFUT,323760.5
272,LICHSGFIN21AUGFUT,324222.5
273,LT21JUNFUT,182632.79
274,LT21JULFUT,183105.3
275,LT21AUGFUT,183588.3
276,LTI21JUNFUT,148165.61
277,LTI21JULFUT,148645.01
278,LTI21AUGFUT,149084.1
279,LTTS21JUNFUT,145835.45
280,LTTS21JULFUT,146324
281,LTTS21AUGFUT,146403.25
282,LUPIN21JUNFUT,236109.39
283,LUPIN21JULFUT,236934.53
284,LUPIN21AUGFUT,237598.38
285,M&M21JUNFUT,170864.23
286,M&M21JULFUT,171297.53
287,M&M21AUGFUT,171870.83
288,M&MFIN21JUNFUT,241594
289,M&MFIN21JULFUT,242385.5
290,M&MFIN21AUGFUT,243103
291,MANAPPURAM21JUNFUT,312909
292,MANAPPURAM21JULFUT,314128.5
293,MANAPPURAM21AUGFUT,315087
294,MARICO21JUNFUT,175840
295,MARICO21JULFUT,176536
296,MARICO21AUGFUT,177096
297,MARUTI21JUNFUT,190323.1
298,MARUTI21JULFUT,191061.8
299,MARUTI21AUGFUT,191520.63
300,MCDOWELL-N21JUNFUT,164135
301,MCDOWELL-N21JULFUT,164766.88
302,MCDOWELL-N21AUGFUT,165337.5
303,MFSL21JUNFUT,215834.29
304,MFSL21JULFUT,216469.5
305,MFSL21AUGFUT,217035.33
306,MGL21JUNFUT,175254.3
307,MGL21JULFUT,175867.5
308,MGL21AUGFUT,176221.8
309,MINDTREE21JUNFUT,264757.5
310,MINDTREE21JULFUT,265531.2
311,MINDTREE21AUGFUT,266271.3
312,MOTHERSUMI21JUNFUT,299406.63
313,MOTHERSUMI21JULFUT,300570.38
314,MOTHERSUMI21AUGFUT,301168.88
315,MPHASIS21JUNFUT,154667.5
316,MPHASIS21JULFUT,154651.01
317,MPHASIS21AUGFUT,154635.08
318,MRF21JUNFUT,165645.74
319,MRF21JULFUT,166304.63
320,MRF21AUGFUT,166804.87
321,MUTHOOTFIN21JUNFUT,305845.5
322,MUTHOOTFIN21JULFUT,306928.5
323,MUTHOOTFIN21AUGFUT,307719.38
324,NAM-INDIA21JUNFUT,170165.2
325,NAM-INDIA21JULFUT,170846.4
326,NAM-INDIA21AUGFUT,171426.8
327,NATIONALUM21JUNFUT,480250
328,NATIONALUM21JULFUT,482460
329,NATIONALUM21AUGFUT,486098
330,NAUKRI21JUNFUT,163210.5
331,NAUKRI21JULFUT,163849.25
332,NAUKRI21AUGFUT,164224.5
333,NAVINFLUOR21JUNFUT,220338.51
334,NAVINFLUOR21JULFUT,221177.25
335,NAVINFLUOR21AUGFUT,221751.56
336,NESTLEIND21JUNFUT,156576.79
337,NESTLEIND21JULFUT,157197.81
338,NESTLEIND21AUGFUT,157768.5
339,NIFTY21JULFUT,110434.1
340,NIFTY21AUGFUT,110767.4
341,NIFTY21JUNFUT,165068.63
342,NMDC21JUNFUT,427188.65
343,NMDC21JULFUT,429104.85
344,NMDC21AUGFUT,430327.6
345,NTPC21JUNFUT,162485.63
346,NTPC21JULFUT,163128.3
347,NTPC21AUGFUT,163597.13
348,ONGC21JUNFUT,487286.8
349,ONGC21JULFUT,489092.45
350,ONGC21AUGFUT,490374.5
351,PAGEIND21JUNFUT,211378.2
352,PAGEIND21JULFUT,212203.34
353,PAGEIND21AUGFUT,214324.13
354,PEL21JUNFUT,299179.1
355,PEL21JULFUT,300059.99
356,PEL21AUGFUT,300795.83
357,PETRONET21JUNFUT,190513.5
358,PETRONET21JULFUT,191087.25
359,PETRONET21AUGFUT,191682.75
360,PFC21JUNFUT,207483
361,PFC21JULFUT,208222.35
362,PFC21AUGFUT,208823.75
363,PFIZER21JUNFUT,144691.78
364,PFIZER21JULFUT,145186.72
365,PFIZER21AUGFUT,145500.62
366,PIDILITIND21JUNFUT,204786.25
367,PIDILITIND21JULFUT,205459.5
368,PIDILITIND21AUGFUT,205374.62
369,PIIND21JUNFUT,164577.56
370,PIIND21JULFUT,165252.31
371,PIIND21AUGFUT,165361.44
372,PNB21JUNFUT,317088
373,PNB21JULFUT,318336
374,PNB21AUGFUT,319648
375,POWERGRID21JUNFUT,196652
376,POWERGRID21JULFUT,197434
377,POWERGRID21AUGFUT,197963
378,PVR21JUNFUT,255097.32
379,PVR21JULFUT,255858.41
380,PVR21AUGFUT,256487.33
381,RAMCOCEM21JUNFUT,179195.51
382,RAMCOCEM21JULFUT,179919.5
383,RAMCOCEM21AUGFUT,180294.99
384,RBLBANK21JUNFUT,219261.03
385,RBLBANK21JULFUT,220072.3
386,RBLBANK21AUGFUT,220663.9
387,RECLTD21JUNFUT,239541
388,RECLTD21JULFUT,240429
389,RECLTD21AUGFUT,240976.5
390,RELIANCE21JUNFUT,120923.44
391,RELIANCE21JULFUT,121402.38
392,RELIANCE21AUGFUT,121802.38
393,SAIL21JUNFUT,527748.75
394,SAIL21JULFUT,529663
395,SAIL21AUGFUT,530461
396,SBILIFE21JUNFUT,205479.56
397,SBILIFE21JULFUT,206267.63
398,SBILIFE21AUGFUT,206939.63
399,SBIN21JUNFUT,228132
400,SBIN21JULFUT,228990.38
401,SBIN21AUGFUT,229711.13
402,SHREECEM21JUNFUT,153739.29
403,SHREECEM21JULFUT,154322.14
404,SHREECEM21AUGFUT,155237.03
405,SIEMENS21JUNFUT,119123.47
406,SIEMENS21JULFUT,119589.73
407,SIEMENS21AUGFUT,119893.88
408,SRF21JUNFUT,211843.81
409,SRF21JULFUT,212688.69
410,SRF21AUGFUT,210724.09
411,SRTRANSFIN21JUNFUT,203811.7
412,SRTRANSFIN21JULFUT,204570.2
413,SRTRANSFIN21AUGFUT,205207.2
414,SUNPHARMA21JUNFUT,227549
415,SUNPHARMA21JULFUT,228440.1
416,SUNPHARMA21AUGFUT,229183.85
417,SUNTV21JUNFUT,321888.75
418,SUNTV21JULFUT,319620
419,SUNTV21AUGFUT,327621.38
420,TATACHEM21JUNFUT,184139.5
421,TATACHEM21JULFUT,184867
422,TATACHEM21AUGFUT,185468.75
423,TATACONSUM21JUNFUT,259043.4
424,TATACONSUM21JULFUT,260030.59
425,TATACONSUM21AUGFUT,260762.96
426,TATAMOTORS21JUNFUT,320593.65
427,TATAMOTORS21JULFUT,321799.2
428,TATAMOTORS21AUGFUT,322835.18
429,TATAPOWER21JUNFUT,293095.12
430,TATAPOWER21JULFUT,294369.19
431,TATAPOWER21AUGFUT,295437.38
432,TATASTEEL21JUNFUT,300020.46
433,TATASTEEL21JULFUT,301182.84
434,TATASTEEL21AUGFUT,302167.14
435,TCS21JUNFUT,202955.25
436,TCS21JULFUT,203705.33
437,TCS21AUGFUT,204348
438,TECHM21JUNFUT,140228.1
439,TECHM21JULFUT,140155.05
440,TECHM21AUGFUT,140626.2
441,TITAN21JUNFUT,142772.53
442,TITAN21JULFUT,143250.38
443,TITAN21AUGFUT,143650.31
444,TORNTPHARM21JUNFUT,147170.88
445,TORNTPHARM21JULFUT,147683.38
446,TORNTPHARM21AUGFUT,148200.25
447,TORNTPOWER21JUNFUT,156714
448,TORNTPOWER21JULFUT,157291.13
449,TORNTPOWER21AUGFUT,157946.25
450,TRENT21JUNFUT,168004.25
451,TRENT21JULFUT,168702.24
452,TRENT21AUGFUT,167834.96
453,TVSMOTOR21JUNFUT,217311.85
454,TVSMOTOR21JULFUT,218150.45
455,TVSMOTOR21AUGFUT,218459.5
456,UBL21JUNFUT,217312.03
457,UBL21JULFUT,218076.25
458,UBL21AUGFUT,217665
459,ULTRACEMCO21JUNFUT,193823.5
460,ULTRACEMCO21JULFUT,194471.53
461,ULTRACEMCO21AUGFUT,194973
462,UPL21JUNFUT,305007.3
463,UPL21JULFUT,305807.78
464,UPL21AUGFUT,306660.58
465,VEDL21JUNFUT,295219.98
466,VEDL21JULFUT,296376.28
467,VEDL21AUGFUT,297135
468,VOLTAS21JUNFUT,115554.62
469,VOLTAS21JULFUT,115990.38
470,VOLTAS21AUGFUT,116293.75
471,WIPRO21JUNFUT,191778.4
472,WIPRO21JULFUT,192474.8
473,WIPRO21AUGFUT,193006
474,ZEEL21JUNFUT,260304
475,ZEEL21JULFUT,261070.5
476,ZEEL21AUGFUT,261750
0,ALUMINIUM,90742
1,ALUMINIUM,90303
2,COPPER,171645
3,COPPER,170685
4,COTTON,56610
5,COTTON,56008
6,CPO,122715
7,CPO,120453
8,CRUDEOIL,108800
9,CRUDEOIL,108863
10,GOLD,457745
11,GOLD,455081
12,GOLDGUINEA,3631
13,GOLDGUINEA,3648
14,GOLDM,45301
15,GOLDM,45537
16,GOLDPETAL,448
17,GOLDPETAL,451
18,KAPAS,27750
19,KAPAS,26640
20,LEAD,78995
21,LEAD,79827
22,MCXBULLDEX,45801
23,MCXBULLDEX,45771
24,MCXMETLDEX,53974
25,MCXMETLDEX,57658
26,MENTHAOIL,138105
27,MENTHAOIL,136274
28,NATURALGAS,37015
29,NATURALGAS,35760
30,NICKEL,233086
31,NICKEL,256322
32,RUBBER,19653
33,RUBBER,19357
34,SILVER,246888
35,SILVER,242996
36,SILVERM,40510
37,SILVERM,41151
38,SILVERMIC,8229
39,SILVERMIC,8102
40,ZINC,133650
41,ZINC,133312
0,EURINR21JUNFUT,2470.49552
1,EURINR21JULFUT,2479.99232
2,EURINR21AUGFUT,2489.77896
3,GBPINR21JUNFUT,3746.41221
4,GBPINR21JULFUT,3758.96565
5,GBPINR21AUGFUT,3771.57264
6,JPYINR21JUNFUT,2306.07882
7,JPYINR21JULFUT,2314.28835
8,JPYINR21AUGFUT,2322.28724
9,USDINR21JUNFUT,1907.1528
10,USDINR21JULFUT,1913.40576
11,USDINR21AUGFUT,1920.25856